3164,South China Sea
3647,South China Sea
3541,Sunda Shelf
5295,Warm Temperate Northwest Pacific
3725,South China Sea
3439,Sunda Shelf
8115,South China Sea
5821,West and South Indian Shelf
1182,Warm Temperate Northwest Pacific
6484,Warm Temperate Northwest Pacific
3342,Eastern Coral Triangle
5450,Java Transitional
1504,South China Sea
4593,Warm Temperate Northwest Pacific
9468,Warm Temperate Northwest Pacific
1165,Sunda Shelf
3362,Sunda Shelf
3923,South China Sea
4537,Western Coral Triangle
1927,Warm Temperate Northwest Pacific
2842,Warm Temperate Northwest Pacific
5802,Warm Temperate Northwest Pacific
2340,Warm Temperate Northwest Pacific
4977,Warm Temperate Northeast Pacific
3529,Sunda Shelf
1357,Western Coral Triangle
2604,Sunda Shelf
3590,South China Sea
670,Sunda Shelf
4337,South China Sea
1282,South China Sea
6512,South China Sea
2605,Sunda Shelf
5556,Warm Temperate Northwest Pacific
3817,Warm Temperate Northwest Pacific
5605,Cold Temperate Northeast Pacific
5152,Western Coral Triangle
722,Cold Temperate Northwest Pacific
5521,Mediterranean Sea
2549,Cold Temperate Northwest Pacific
3272,Sunda Shelf
2846,Sunda Shelf
3560,South China Sea
3415,Cold Temperate Northwest Pacific
5196,Western Coral Triangle
2375,South China Sea
306,South China Sea
774,Warm Temperate Northwest Pacific
1139,Warm Temperate Northwest Pacific
9545,Red Sea and Gulf of Aden
6069,Warm Temperate Northwest Pacific
115,Sunda Shelf
4303,Cold Temperate Northwest Pacific
5828,Cold Temperate Northwest Pacific
3907,Somali/Arabian
7895,South China Sea
2958,West and South Indian Shelf
4326,Mediterranean Sea
5263,Cold Temperate Northeast Pacific
2815,Warm Temperate Northwest Pacific
5146,Cold Temperate Northwest Pacific
4671,Western Coral Triangle
4806,Warm Temperate Northwest Pacific
7892,South China Sea
3432,Warm Temperate Northwest Pacific
5793,Western Coral Triangle
2445,Java Transitional
2151,Warm Temperate Northwest Pacific
8771,Cold Temperate Northeast Pacific
185,Somali/Arabian
2346,Red Sea and Gulf of Aden
3062,Sunda Shelf
4549,South China Sea
5485,Warm Temperate Northwest Pacific
3983,Cold Temperate Northwest Pacific
7995,South China Sea
52,Western Coral Triangle
5403,South China Sea
4074,Western Coral Triangle
5569,West and South Indian Shelf
4717,Cold Temperate Northwest Pacific
7704,South China Sea
291,South China Sea
2777,Sunda Shelf
3003,Sunda Shelf
2957,Cold Temperate Northwest Pacific
4066,Cold Temperate Northwest Pacific
5614,Cold Temperate Northwest Pacific
1640,Warm Temperate Northwest Pacific
6196,Cold Temperate Northwest Pacific
7872,South China Sea
4787,Sunda Shelf
4403,Sunda Shelf
4436,Western Coral Triangle
5022,Red Sea and Gulf of Aden
2140,Java Transitional
4445,Temperate Australasia
3832,Warm Temperate Northwest Pacific
5681,Western Coral Triangle
1340,Temperate Australasia
3988,South China Sea
4786,South China Sea
5476,South China Sea
6423,South China Sea
3471,Mediterranean Sea
5708,Warm Temperate Northwest Pacific
2219,Western Coral Triangle
1952,Red Sea and Gulf of Aden
6071,Cold Temperate Northwest Pacific
5015,Somali/Arabian
1631,Somali/Arabian
1600,Temperate Australasia
818,Cold Temperate Northwest Pacific
2772,Western Coral Triangle
614,South China Sea
1013,Sunda Shelf
4425,Sunda Shelf
950,Western Coral Triangle
3473,South China Sea
3867,South China Sea
1524,Sunda Shelf
403,Northern European Seas
3762,Warm Temperate Northwest Pacific
5774,Sunda Shelf
7866,Warm Temperate Northwest Pacific
6366,Sunda Shelf
2017,Somali/Arabian
1676,Warm Temperate Northwest Pacific
5137,Warm Temperate Northwest Pacific
5775,Cold Temperate Northwest Pacific
3753,Western Coral Triangle
4343,South China Sea
2442,Cold Temperate Northwest Pacific
5757,Sunda Shelf
7702,Warm Temperate Northwest Pacific
2302,Cold Temperate Northwest Pacific
5863,South China Sea
5181,Warm Temperate Northwest Pacific
2086,Warm Temperate Northwest Pacific
7703,South China Sea
2994,Warm Temperate Northwest Pacific
5153,Warm Temperate Northwest Pacific
3279,Warm Temperate Northwest Pacific
236,Western Coral Triangle
169,Bay of Bengal
4926,Sunda Shelf
4309,Cold Temperate Northwest Pacific
6066,South China Sea
4173,Temperate Australasia
6133,Warm Temperate Northwest Pacific
6053,Warm Temperate Northwest Pacific
8113,South China Sea
4836,South China Sea
4743,Warm Temperate Southwestern Atlantic
1750,Warm Temperate Northwest Pacific
5340,Sunda Shelf
4008,Temperate Southern Africa
1903,Sunda Shelf
5048,Somali/Arabian
4955,Sunda Shelf
502,Warm Temperate Northwest Pacific
5493,Warm Temperate Northwest Pacific
2230,Cold Temperate Northwest Pacific
944,Cold Temperate Northwest Pacific
4166,Cold Temperate Northwest Pacific
4723,Sunda Shelf
4350,Warm Temperate Northwest Pacific
1498,Sunda Shelf
5239,Cold Temperate Northwest Pacific
1263,Warm Temperate Northwest Pacific
7841,Western Coral Triangle
3429,Cold Temperate Northeast Pacific
4067,Temperate Australasia
2310,Somali/Arabian
7581,Warm Temperate Northwest Pacific
3315,Bay of Bengal
8640,South China Sea
4842,Cold Temperate Northwest Pacific
5127,Western Coral Triangle
7584,Cold Temperate Northwest Pacific
4292,Western Coral Triangle
5369,Sunda Shelf
1314,Warm Temperate Northwest Pacific
4404,Cold Temperate Northwest Pacific
6036,Bay of Bengal
187,Lusitanian
2624,Western Coral Triangle
2088,Warm Temperate Northwest Pacific
4866,Warm Temperate Northwest Pacific
4231,Warm Temperate Northwest Pacific
3169,Sunda Shelf
4592,Sunda Shelf
808,Cold Temperate Northwest Pacific
4240,Cold Temperate Northwest Pacific
2828,West and South Indian Shelf
3976,Sunda Shelf
7590,Cold Temperate Northwest Pacific
3401,Temperate Australasia
3444,Cold Temperate Northwest Pacific
151,Bay of Bengal
311,Cold Temperate Northeast Pacific
2760,Sunda Shelf
8140,South China Sea
6252,South China Sea
4088,Temperate Australasia
2871,South China Sea
4608,Red Sea and Gulf of Aden
1781,Temperate Southern Africa
1782,Western Coral Triangle
5889,Warm Temperate Southwestern Atlantic
2388,Lusitanian
7707,South China Sea
