8|,1313|,7
8|,3152|,9
8|,837|,5
8|,1269|,5
8|,1206|,5
8|,547|,9
8|,10|8,20
8|,3776|8,16
8|,7|8,56
7|,2345|,5
7|,3776|,6
7|,8|7,19
7|,6|7,43
10|,317|,8
10|,380|,5
10|,840|,10
10|,492|,5
10|,3152|,5
10|,8|10,47
10|,13|10,24
10|,2724|10,9
1049|,131|,8
1049|,289|,9
1049|,54|,8
1049|,10|,6
1049|,3902|,5
1049|,2495|,5
1049|,8|1049,13
1049|,1313|1049,18
13|,3322|,5
13|,1482|,9
13|,17|,5
13|,3215|,5
13|,2211|,8
13|,34|,6
13|,1966|,7
13|,10|13,43
13|,15|13,23
1969|,3215|,24
1969|,3966|,6
1969|,1431|,23
1969|,3950|,31
1969|,1541|,7
1969|,3906|,29
1969|,1015|,16
1969|,2500|,41
1969|,1511|,16
1969|,2495|,5
1969|,670|,7
1969|,362|,7
1969|,2184|,5
1969|,585|,11
1969|,218|,7
1969|,1302|,12
1969|,3902|,5
1969|,3216|,28
1969|,3868|,15
1969|,621|,5
1969|,1926|,6
1969|,219|,25
1969|,1458|,5
1969|,1313|,13
1969|,110|,10
1969|,3616|,8
1969|,2009|,8
1969|,856|,7
1969|,1793|,8
1969|,1046|,11
1969|,2227|,5
1969|,13|1969,21
1969|,3152|1969,58
1969|,1612|1969,11
1969|,1317|1969,52
1969|,2456|1969,45
1969|,3224|1969,52
1969|,3985|1969,29
1969|,134|1969,22
1969|,501|1969,20
1969|,1966|1969,55
2495|,3326|,6
2495|,1269|,18
2495|,1656|,15
2495|,1630|,6
2495|,1969|,7
2495|,4052|,5
2495|,3215|,9
2495|,1956|,9
2495|,670|,13
2495|,1541|,8
2495|,547|,19
2495|,1313|,5
2495|,3969|,53
2495|,3489|,7
2495|,3152|,25
2495|,837|,6
2495|,317|,8
2495|,3650|,10
2495|,115|,11
2495|,3216|,9
2495|,3565|,5
2495|,2603|,8
2495|,1832|,6
2495|,3018|,5
2495|,1793|,5
2495|,13|2495,19
2495|,1049|2495,23
2495|,52|2495,20
2495|,1907|2495,27
15|,3249|,5
15|,2033|,6
15|,1951|,5
15|,1482|,5
15|,3776|,7
15|,13|15,38
15|,17|15,25
2843|,1610|,22
2843|,2753|,27
2843|,1880|,6
2843|,3854|,22
2843|,3906|,31
2843|,325|,13
2843|,3249|,8
2843|,295|,8
2843|,3947|,13
2843|,823|,7
2843|,258|,14
2843|,2925|,19
2843|,2459|,7
2843|,2482|,6
2843|,357|,30
2843|,3290|,5
2843|,3985|,12
2843|,2913|,11
2843|,723|,8
2843|,3473|,8
2843|,3455|,9
2843|,2408|,14
2843|,1455|,5
2843|,2847|,10
2843|,1901|,16
2843|,3466|,15
2843|,1361|,6
2843|,3284|,6
2843|,704|,7
2843|,2724|,9
2843|,1183|,6
2843|,1373|,7
2843|,298|,9
2843|,4130|,8
2843|,2655|,7
2843|,789|,9
2843|,3794|,7
2843|,342|2843,50
2843|,115|2843,33
2843|,4026|2843,43
2843|,1174|2843,44
2843|,690|2843,21
2843|,1892|2843,42
2843|,2009|2843,39
2843|,3863|2843,37
2843|,2682|2843,38
2843|,3467|2843,21
2843|,953|2843,15
2009|,3906|,34
2009|,3387|,16
2009|,779|,5
2009|,2448|,9
2009|,3249|,22
2009|,2812|,18
2009|,657|,12
2009|,134|,13
2009|,2652|,5
2009|,1943|,6
2009|,3584|,33
2009|,2128|,12
2009|,3859|,14
2009|,3854|,5
2009|,3905|,23
2009|,3902|,7
2009|,3791|,33
2009|,4129|,6
2009|,2010|,8
2009|,4019|,27
2009|,3174|,11
2009|,347|,18
2009|,1763|,8
2009|,2011|,11
2009|,2100|,17
2009|,246|,10
2009|,1697|,6
2009|,1015|,9
2009|,3659|,8
2009|,3469|,5
2009|,2474|,8
2009|,2843|2009,50
2009|,2724|2009,7
2009|,4130|2009,23
2009|,1387|2009,16
2009|,3650|2009,27
2009|,1242|2009,75
2009|,325|2009,62
2009|,2704|2009,99
2009|,3985|2009,22
2009|,2900|2009,50
2009|,1176|2009,16
2009|,3459|2009,39
2009|,2658|2009,17
2009|,2396|2009,47
357|,630|,16
357|,3902|,29
357|,2965|,14
357|,1088|,9
357|,361|,22
357|,3116|,22
357|,1610|,22
357|,1892|,17
357|,2459|,38
357|,1018|,7
357|,3905|,9
357|,1600|,6
357|,360|,7
357|,3906|,42
357|,3855|,14
357|,3507|,5
357|,2912|,12
357|,4114|,27
357|,884|,6
357|,1273|,16
357|,627|,9
357|,3617|,27
357|,2862|,12
357|,3733|,5
357|,1388|,31
357|,1994|,7
357|,2127|,14
357|,991|,6
357|,1253|,6
357|,108|,14
357|,1901|,7
357|,2603|,7
357|,325|,6
357|,358|,12
357|,238|,5
357|,2843|357,38
357|,1431|357,15
357|,4130|357,21
357|,1269|357,44
357|,1415|357,13
357|,2369|357,32
357|,948|357,78
357|,2900|357,14
357|,1111|357,32
357|,2682|357,37
357|,2092|357,44
357|,1263|357,19
357|,714|357,30
3906|,3036|,489
3906|,1203|,115
3906|,401|,167
3906|,3907|,14
3906|,2411|,70
3906|,3914|,8
3906|,2805|,39
3906|,3870|,38
3906|,4130|,152
3906|,4002|,24
3906|,2185|,34
3906|,3158|,6
3906|,1531|,168
3906|,874|,16
3906|,3967|,9
3906|,2482|,134
3906|,2378|,35
3906|,1036|,15
3906|,1812|,10
3906|,3362|,12
3906|,1969|,14
3906|,4061|,19
3906|,2776|,15
3906|,3481|,65
3906|,1891|,32
3906|,2974|,18
3906|,848|,196
3906|,2674|,18
3906|,3066|,27
3906|,1541|,12
3906|,3749|,6
3906|,198|,98
3906|,4050|,25
3906|,2496|,11
3906|,1598|,15
3906|,3174|,7
3906|,2258|,44
3906|,1273|,9
3906|,2182|,18
3906|,258|,9
3906|,657|,6
3906|,3474|,26
3906|,3249|,43
3906|,3908|,12
3906|,3149|,10
3906|,2260|,17
3906|,3169|,23
3906|,1352|,14
3906|,2743|,56
3906|,1940|,8
3906|,1785|,22
3906|,1538|,5
3906|,992|,8
3906|,3911|,33
3906|,1989|,9
3906|,2184|,32
3906|,2900|,5
3906|,2261|,15
3906|,3603|,21
3906|,3053|,6
3906|,2652|,14
3906|,621|,7
3906|,2731|,9
3906|,1901|,5
3906|,4010|,9
3906|,3805|,7
3906|,2630|,6
3906|,111|,11
3906|,1933|,8
3906|,599|,14
3906|,202|,14
3906|,2913|,7
3906|,1174|,5
3906|,200|,8
3906|,3613|,12
3906|,298|,9
3906|,4000|,5
3906|,1630|,7
3906|,302|,7
3906|,922|,10
3906|,895|,6
3906|,1759|,6
3906|,2922|,12
3906|,1644|,5
3906|,451|,8
3906|,34|,6
3906|,3733|,7
3906|,2843|3906,167
3906|,342|3906,184
3906|,2723|3906,61
3906|,1313|3906,25
3906|,825|3906,44
3906|,1431|3906,45
3906|,889|3906,103
3906|,4007|3906,14
3906|,2979|3906,41
3906|,3888|3906,139
3906|,1377|3906,47
3906|,2452|3906,75
3906|,1532|3906,76
3906|,3910|3906,106
3906|,199|3906,44
3906|,1008|3906,20
3906|,1654|3906,38
3906|,1404|3906,179
3906|,197|3906,118
3906|,87|3906,51
3906|,2524|3906,59
3906|,816|3906,73
3906|,3905|3906,53
3906|,3915|3906,44
3906|,979|3906,153
3906|,2681|3906,145
3906|,2919|3906,34
3906|,1415|3906,11
3906|,2724|3906,396
3906|,3661|3906,48
3906|,1242|3906,107
3906|,929|3906,263
3906|,1922|3906,123
3906|,690|3906,229
3906|,3902|3906,71
3906|,1018|3906,25
3906|,840|3906,68
3906|,4126|3906,44
3906|,347|3906,27
3906|,741|3906,53
3906|,3913|3906,32
3906|,134|3906,136
3906|,2355|3906,52
3906|,2558|3906,188
3906|,1202|3906,48
3906|,2009|3906,46
3906|,3475|3906,27
3906|,729|3906,43
3906|,3985|3906,42
3906|,2078|3906,63
3906|,3909|3906,115
3906|,2014|3906,66
3906|,3507|3906,26
3906|,639|3906,27
3906|,2300|3906,11
3906|,968|3906,32
3906|,3968|3906,44
3906|,3344|3906,38
3906|,3360|3906,64
3906|,1935|3906,51
3906|,1956|3906,16
3906|,3568|3906,8
3906|,704|3906,143
3906|,3657|3906,63
3906|,1376|3906,19
3906|,4020|3906,100
3906|,275|3906,121
3906|,3211|3906,54
3906|,1374|3906,55
3906|,4129|3906,45
3906|,1255|3906,59
3906|,3777|3906,13
3906|,3026|3906,31
3906|,2219|3906,26
3906|,1793|3906,52
3906|,2267|3906,28
3906|,2518|3906,41
3906|,2595|3906,22
3906|,1617|3906,65
3906|,4149|3906,110
3906|,2515|3906,35
3906|,2663|3906,53
3906|,364|3906,15
3906|,3538|3906,17
3906|,3668|3906,35
3906|,3065|3906,14
3906|,428|3906,68
3906|,1873|3906,16
3906|,2045|3906,49
3906|,1304|3906,21
3906|,1760|3906,77
3906|,3173|3906,48
3906|,201|3906,54
3906|,210|3906,36
3906|,2617|3906,43
3906|,433|3906,50
3906|,2742|3906,39
3906|,2525|3906,25
3906|,1092|3906,19
3906|,1086|3906,19
3906|,1811|3906,23
342|,885|,17
342|,1875|,17
342|,4058|,72
342|,3902|,18
342|,704|,23
342|,3095|,16
342|,1632|,10
342|,2734|,19
342|,3473|,16
342|,302|,17
342|,2919|,6
342|,150|,9
342|,1892|,26
342|,298|,18
342|,3766|,16
342|,542|,5
342|,3877|,14
342|,599|,5
342|,1269|,5
342|,402|,6
342|,1939|,7
342|,2727|,13
342|,512|,16
342|,1635|,18
342|,3018|,6
342|,2456|,10
342|,3190|,7
342|,840|,15
342|,3465|,8
342|,3468|,6
342|,3969|,15
342|,2724|,6
342|,2843|342,71
342|,115|342,72
342|,1313|342,47
342|,3906|342,155
342|,2753|342,146
342|,3854|342,79
342|,1654|342,16
342|,2681|342,12
342|,621|342,23
342|,1174|342,69
342|,3338|342,24
342|,1122|342,53
342|,741|342,29
342|,258|342,23
342|,2859|342,15
1269|,4|,27
1269|,3343|,15
1269|,634|,17
1269|,4109|,14
1269|,1766|,64
1269|,2737|,26
1269|,626|,9
1269|,291|,12
1269|,2496|,17
1269|,991|,20
1269|,3240|,11
1269|,2776|,9
1269|,826|,11
1269|,538|,19
1269|,3777|,10
1269|,4085|,7
1269|,239|,11
1269|,1018|,14
1269|,1658|,5
1269|,625|,5
1269|,720|,8
1269|,920|,9
1269|,2202|,10
1269|,3378|,13
1269|,2846|,6
1269|,3180|,16
1269|,1729|,24
1269|,790|,29
1269|,4106|,12
1269|,3252|,8
1269|,3114|,20
1269|,2291|,6
1269|,396|,6
1269|,2467|,11
1269|,3193|,12
1269|,1338|,6
1269|,21|,10
1269|,1956|,7
1269|,841|,6
1269|,3722|,11
1269|,3152|,6
1269|,3805|,10
1269|,1939|,12
1269|,4155|,8
1269|,628|,50
1269|,3555|,15
1269|,4017|,16
1269|,3807|,9
1269|,1759|,7
1269|,4001|,26
1269|,2648|,14
1269|,1937|,18
1269|,1337|,18
1269|,3029|,7
1269|,719|,5
1269|,3017|,10
1269|,1969|,7
1269|,2006|,10
1269|,653|,6
1269|,3286|,5
1269|,1434|,7
1269|,1123|,9
1269|,3337|,9
1269|,4067|,8
1269|,1960|,6
1269|,2750|,7
1269|,2685|,9
1269|,131|,5
1269|,4047|,11
1269|,981|,7
1269|,293|,6
1269|,1003|,8
1269|,1084|,6
1269|,2674|,7
1269|,3964|,9
1269|,2200|,10
1269|,4102|,8
1269|,1415|,10
1269|,3748|,5
1269|,3693|,8
1269|,502|,7
1269|,482|,5
1269|,3089|,5
1269|,3606|,5
1269|,1313|1269,390
1269|,342|1269,108
1269|,630|1269,136
1269|,1273|1269,157
1269|,837|1269,38
1269|,1431|1269,36
1269|,2289|1269,178
1269|,3902|1269,200
1269|,1612|1269,78
1269|,1998|1269,45
1269|,1736|1269,30
1269|,1015|1269,34
1269|,3325|1269,47
1269|,3192|1269,18
1269|,1541|1269,57
1269|,3661|1269,23
1269|,2727|1269,30
1269|,4096|1269,43
1269|,2245|1269,11
1269|,3224|1269,23
1269|,1271|1269,42
1269|,3543|1269,44
1269|,1538|1269,9
1269|,789|1269,42
1269|,2024|1269,22
1269|,3773|1269,10
1269|,1907|1269,69
1269|,845|1269,86
1269|,2277|1269,36
1269|,2721|1269,27
1269|,1376|1269,16
1269|,2718|1269,31
1269|,105|1269,14
1269|,3679|1269,63
1269|,1414|1269,29
1269|,1216|1269,16
1269|,383|1269,24
1269|,3246|1269,11
1269|,2373|1269,36
1269|,2114|1269,18
1269|,166|1269,20
1269|,453|1269,16
549|,2456|,11
549|,3249|,6
549|,3135|,6
549|,2832|,7
549|,1313|,9
549|,342|549,19
549|,3338|549,33
402|,3338|,5
402|,2727|,9
402|,1084|,5
402|,3969|,11
402|,342|402,23
2724|,2805|,11
2724|,115|,67
2724|,741|,25
2724|,1273|,26
2724|,1008|,10
2724|,1229|,7
2724|,973|,7
2724|,2843|,30
2724|,1612|,6
2724|,3905|,10
2724|,1820|,7
2724|,2858|,13
2724|,2041|,11
2724|,2962|,7
2724|,636|,14
2724|,4020|,7
2724|,2185|,10
2724|,2859|,5
2724|,342|2724,36
2724|,1313|2724,78
2724|,3906|2724,535
2724|,948|2724,120
2724|,3466|2724,165
2724|,1654|2724,30
2724|,1404|2724,53
2724|,1174|2724,155
2724|,690|2724,70
2724|,298|2724,16
2724|,325|2724,54
2724|,2482|2724,68
2724|,704|2724,115
2724|,3211|2724,31
2724|,1635|2724,19
2753|,3345|,85
2753|,2843|,31
2753|,1892|,36
2753|,3473|,11
2753|,549|,6
2753|,1174|,34
2753|,1077|,5
2753|,3338|,30
2753|,4058|,39
2753|,712|,9
2753|,2134|,10
2753|,298|,15
2753|,3854|,8
2753|,2456|,8
2753|,1632|,5
2753|,2892|,9
2753|,115|,8
2753|,2806|,10
2753|,4038|,9
2753|,1623|,7
2753|,342|2753,41
2753|,243|2753,20
2753|,1386|2753,88
2753|,1122|2753,31
2753|,948|2753,15
2753|,3388|2753,20
2753|,1005|2753,15
2456|,549|,8
2456|,1313|,37
2456|,219|,15
2456|,217|,11
2456|,1963|,10
2456|,325|,17
2456|,1431|,10
2456|,2227|,9
2456|,115|,39
2456|,1708|,7
2456|,2753|,14
2456|,2199|,6
2456|,2824|,5
2456|,2909|,9
2456|,3135|,8
2456|,2472|,12
2456|,1222|,5
2456|,1969|,17
2456|,2755|,11
2456|,1549|,5
2456|,3489|,11
2456|,284|,6
2456|,2086|,5
2456|,1023|,5
2456|,342|2456,54
2456|,218|2456,53
2456|,3338|2456,47
2456|,1630|2456,12
3325|,3905|,17
3325|,1313|,69
3325|,442|,5
3325|,845|,8
3325|,3216|,11
3325|,3328|,8
3325|,1253|,11
3325|,3902|,41
3325|,1317|,10
3325|,1937|,14
3325|,1907|,8
3325|,874|,14
3325|,2495|,7
3325|,1945|,7
3325|,2727|,15
3325|,2734|,8
3325|,3329|,22
3325|,1939|,7
3325|,1709|,9
3325|,3383|,13
3325|,1273|,6
3325|,853|,5
3325|,704|,7
3325|,2826|,8
3325|,2809|,13
3325|,3322|,7
3325|,3327|,17
3325|,1911|,6
3325|,80|,14
3325|,342|3325,18
3325|,4130|3325,26
3325|,3148|3325,11
3325|,1269|3325,45
3325|,1612|3325,23
3325|,979|3325,21
3325|,3330|3325,19
3325|,134|3325,47
3325|,765|3325,13
3325|,1198|3325,38
3325|,1558|3325,36
3325|,1154|3325,28
3325|,4100|3325,14
704|,3211|,15
704|,2919|,10
704|,707|,19
704|,1458|,5
704|,2843|,14
704|,826|,5
704|,114|,5
704|,1253|,12
704|,3310|,5
704|,2595|,10
704|,711|,22
704|,3801|,22
704|,15|,5
704|,3542|,14
704|,2261|,6
704|,708|,14
704|,295|,17
704|,1986|,6
704|,2689|,15
704|,3969|,24
704|,3729|,5
704|,1820|,14
704|,2821|,25
704|,2524|,11
704|,2869|,13
704|,706|,12
704|,837|,6
704|,2866|,13
704|,2630|,5
704|,710|,9
704|,1431|,5
704|,342|704,22
704|,2724|704,66
704|,3906|704,93
704|,1273|704,24
704|,3902|704,52
704|,298|704,25
704|,3945|704,41
704|,709|704,20
704|,2554|704,35
704|,2647|704,21
704|,1617|704,36
704|,480|704,28
704|,1873|704,17
1939|,1937|,10
1939|,342|1939,20
2727|,1269|,25
2727|,1313|,9
2727|,2674|,13
2727|,3325|,8
2727|,1541|,6
2727|,1084|,11
2727|,3613|,7
2727|,2718|,5
2727|,342|2727,38
2727|,1271|2727,16
2727|,2734|2727,45
2727|,402|2727,22
2727|,1874|2727,19
3902|,630|,242
3902|,1612|,142
3902|,2868|,26
3902|,3240|,19
3902|,3330|,5
3902|,3795|,33
3902|,297|,15
3902|,729|,14
3902|,1669|,6
3902|,1558|,9
3902|,1174|,22
3902|,2652|,7
3902|,2556|,7
3902|,789|,21
3902|,2727|,21
3902|,3679|,108
3902|,2278|,12
3902|,704|,25
3902|,719|,7
3902|,4129|,23
3902|,1253|,109
3902|,1975|,72
3902|,3722|,13
3902|,3089|,13
3902|,1939|,17
3902|,1907|,15
3902|,1759|,6
